2.1.1.1.1-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.1-1;Sala de espera;1;1;90,11;90,11;Hospitalización diurna Adulto ;
2.1.1.1.1-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.1-2;Sala de espera;2;1;58,23;58,23;Hospitalización diurna Pediátrica ;
2.1.1.1.2-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.2-1;Recepción  ;1;1;15,05;15,05;Hospitalización diurna Adulto ;
2.1.1.1.2-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.2-2;Recepción  ;2;1;12,78;12,78;Hospitalización diurna Pediátrica ;
2.1.1.1.3-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.3-1;Oficina Coordinación;1;1;12,08;12,08;;
2.1.1.1.3-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.3-2;Oficina Coordinación;2;1;12,42;12,42;;
2.1.1.1.4-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.4-1;Sala de entrevista ;1;1;12,83;12,83;Hospitalización diurna Adulto ;
2.1.1.1.4-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.4-2;Sala de entrevista ;2;1;13,27;13,27;Hospitalización diurna Pediátrica ;
2.1.1.1.5-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.5-1;Servicio higiénico público;1;1;4,18;4,18;Hospitalización diurna Adulto ;
2.1.1.1.5-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.5-2;Servicio higiénico público;2;1;3,75;3,75;Hospitalización diurna Adulto ;
2.1.1.1.5-3;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.5-3;Servicio higiénico público;3;1;3,90;3,90;Hospitalización diurna Pediátrica ;
2.1.1.1.5-4;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.1;Hospitalización diurna médico quirúrgico general;2.1.1.1;ÁREA PÚBLICA;2.1.1.1.5-4;Servicio higiénico público;4;1;3,90;3,90;Hospitalización diurna Pediátrica ;
2.1.2.1.1-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.1;ÁREA TÉCNICA;2.1.2.1.1-1;Sala hospitalización diurna;1;1;58,23;58,23;6 sillones/camillas;
2.1.2.1.1-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.1;ÁREA TÉCNICA;2.1.2.1.1-2;Sala hospitalización diurna;2;1;58,19;58,19;6 sillones/camillas;
2.1.2.1.2-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.1;ÁREA TÉCNICA;2.1.2.1.2-1;Box multipropósito ;1;1;13,02;13,02;;
2.1.2.1.2-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.1;ÁREA TÉCNICA;2.1.2.1.2-2;Box multipropósito ;2;1;12,89;12,89;;
2.1.2.1.2-3;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.1;ÁREA TÉCNICA;2.1.2.1.2-3;Box multipropósito;3;1;12,22;12,22;;
2.1.2.1.3-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.1;ÁREA TÉCNICA;2.1.2.1.3-1;Servicio higiénico pacientes;1;1;3,65;3,65;;
2.1.2.1.3-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.1;ÁREA TÉCNICA;2.1.2.1.3-2;Servicio higiénico pacientes;2;1;3,60;3,60;;
2.1.2.2.1-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.1-1;Área limpia;1;1;11,22;11,22;;
2.1.2.2.1-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.1-2;Área limpia;2;1;4,50;4,50;;
2.1.2.2.2-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.2-1;Área de trabajo e informes clínicos;1;1;20,49;20,49;;
2.1.2.2.3-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.3-1;Vestuario y casilleros pacientes;1;1;4,82;4,82;;
2.1.2.2.3-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.3-2;Vestuario y casilleros pacientes;2;1;7,53;7,53;;
2.1.2.2.4-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.4-1;Servicio higiénico del personal (Universal);1;1;3,92;3,92;;
2.1.2.2.4-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.4-2;Servicio higiénico del personal;1;1;1,92;1,92;;
2.1.2.2.5-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.5-1;Área casilleros del personal;1;1;1,97;1,97;;
2.1.2.2.6-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.6-1;Estación de enfermería;1;1;12,51;12,51;;
2.1.2.2.7-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.7-1;Bodega insumos clínicos;1;1;5,95;5,95;;
2.1.2.2.8-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.8-1;Bodega de ropa limpia;1;1;3,53;3,53;;
2.1.2.2.9-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.2;Hospitalización diurna médico quirúrgico Pediátrica ;2.1.2.2;ÁREA APOYO;2.1.2.2.9-1;Dispensación de medicamentos;1;1;3,85;3,85;;
2.1.3.1.1-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.1-1;Sala hospitalización diurna;1;1;59,41;59,41; 6 sillones/camillas;
2.1.3.1.1-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.1-2;Sala hospitalización diurna;2;1;59,42;59,42; 6 sillones/camillas;
2.1.3.1.1-3;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.1-3;Sala hospitalización diurna;3;1;59,42;59,42; 6 sillones/camillas;
2.1.3.1.1-4;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.1-4;Sala hospitalización diurna;4;1;58,72;58,72; 6 sillones/camillas;
2.1.3.1.1-5;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.1-5;Sala hospitalización diurna;5;1;56,83;56,83; 6 sillones/camillas;
2.1.3.1.2-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.2-1;Box multipropósito ;1;1;12,83;12,83;;
2.1.3.1.2-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.2-2;Box multipropósito;2;1;12,44;12,44;;
2.1.3.1.2-3;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.2-3;Box multipropósito;3;1;12,85;12,85;;
2.1.3.1.2-4;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.2-4;Box multipropósito;4;1;12,85;12,85;;
2.1.3.1.2-5;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.2-5;Box multipropósito;5;1;12,40;12,40;;
2.1.3.1.2-6;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.2-6;Box multipropósito;6;1;12,81;12,81;;
2.1.3.1.3-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.3-1;Servicio higiénico pacientes;1;1;3,50;3,50;;
2.1.3.1.3-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.3-2;Servicio higiénico pacientes;2;1;3,50;3,50;;
2.1.3.1.3-3;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.3-3;Servicio higiénico pacientes;3;1;3,50;3,50;;
2.1.3.1.3-4;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.3-4;Servicio higiénico pacientes;4;1;3,50;3,50;;
2.1.3.1.3-5;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.1;ÁREA TÉCNICA;2.1.3.1.3-5;Servicio higiénico pacientes;5;1;3,50;3,50;;
2.1.3.2.1-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.1-1;Estación de enfermería;1;1;21,10;21,10;;
2.1.3.2.2-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.2-1;Área sucia;1;1;7,03;7,03;;
2.1.3.2.3-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.3-1;Área limpia;1;1;9,81;9,81;;
2.1.3.2.4-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.4-1;Bodega de equipos;1;1;9,60;9,60;;
2.1.3.2.4-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.4-2;Bodega de equipos;2;1;9,54;9,54;;
2.1.3.2.5-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.5-1;Oficina Coordinación;1;1;12,71;12,71;Enfermera Coordinadora ;
2.1.3.2.6-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.6-1;Vestuario y casilleros pacientes;2;1;4,11;4,11;;
2.1.3.2.6-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.6-2;Vestuario y casilleros pacientes;1;1;5,82;5,82;;
2.1.3.2.7-1;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.7-1;Servicio higiénico del personal (Universal);1;1;3,62;3,62;;
2.1.3.2.7-2;2;HOSPITALIZACION DIURNA ;2.1;Hospitalización diurna médico quirúrgico;2.1.3;Hospitalización diurna  médico quirúrgico Adulto ;2.1.3.2;ÁREA APOYO;2.1.3.2.7-2;Servicio higiénico del personal;1;1;2,53;2,53;;
